jlptLevel,japanese,reading,meaning,partOfSpeech,exampleSentence
N2,気を付,きつけていない,조심하지 않는다,word,-
N2,各自,かくじ,각자,word,-
N2,一人一人,ひとりひとり,한사람 한사람,word,-
N2,深刻な,しんこくな,심각한,word,-
N2,重大な,じゅうだいな,중대한,word,-
N2,同僚,どうりょう,동료,word,-
N2,同じ会社の人,おなかいしゃひと,같은 회사 사람,word,-
N2,おおよそ,おおよそ,대략,word,-
N2,大体,だいたい,대충,word,-
N2,マナー,マナー,"매너, 예의",word,-
N2,行儀,ぎょうぎ,"예의, 예절",word,-
N2,いばる,いばる,뽐내다,word,-
N2,偉そうな,えらそうな,잘난 체하는,word,-
N2,収納,しゅうのう,수납,word,-
N2,しまう,しまう,물건 등을넣다,word,-
N2,修正する,しゅうせいする,수정하다,word,-
N2,直す,なおす,고치다,word,-
N2,次第に,しだいに,"점차, 점점",word,-
N2,はげる,はげる,벗겨지다,word,-
N2,取れる,とれる,떨어지다,word,-
N2,しぐさ,しぐさ,행위,word,-
N2,動作,どうさ,동작,word,-
N2,取材,しゅざい,취재,word,-
N2,外す,はずす,"떼어 내다, 밖으로 빼내다",word,-
N2,きっかけ,きっかけ,계기,word,-
N2,注目,ちゅうもく,주목,word,-
N2,外見,がいけん,"외관, 겉보기",word,-
N2,保つ,たもつ,"유지하다, 보존하다",word,-
N2,方針,ほうしん,방침,word,-
N2,範囲,はんい,범위,word,-
N2,せめて,せめて,"적어도, 하다못해",word,-
N2,質素な,しっそな,검소한,word,-
N2,利益,りえき,이익,word,-
N2,かなう,かなう,"꿈, 희망 등이 이루어지다",word,-
N2,受け入れる,ういれる,받아들이다,word,-
N2,廃止,はいし,폐지,word,-
N2,矛盾,むじゅん,모순,word,-
N2,心強い,こころづよい,든든하다,word,-
N2,問い合わせる,とあわせる,문의하다,word,-
N2,さっさと,さっさと,"빨리, 서둘러서",word,-
N2,交代,こうたい,"교대, 교체",word,-
N2,塞ぐ,ふさぐ,"막다, 차단하다",word,-
N2,合同,ごうどう,합동,word,-
N2,冷静な,れいせいな,냉정한,word,-
N2,掲示,けいじ,게시,word,-
N2,補足,ほそく,"보충, 보완",word,-
N2,快い,こころよい,"기분 좋다, 유쾌하다",word,-
N2,慌ただしい,あわただしい,"분주하다, 어수선하다",word,-
N2,分野,ぶんや,분야,word,-
N2,かすかな,かすかな,희미한,word,-
N2,生き生き,いいき,생기가 넘치는 모양,word,-
N2,催促,さいそく,재촉,word,-
N2,隔てる,へだてる,"멀리하다, 사이에 두다",word,-
N2,ものたりない,ものたりない,"조금 부족하다, 어딘가 아쉽다",word,-
N2,頑丈な,がんじょうな,튼튼한,word,-
N2,会見,かいけん,회견,word,-
N2,畳む,たたむ,"접다, 개다",word,-
N2,支持,しじ,지지,word,-
N2,合図,あいず,신호,word,-
N2,妥当な,だとうな,타당한,word,-
N2,こつこつと,こつこつと,꾸준하게,word,-
N2,言い訳,いわけ,변명,word,-
N2,手軽な,てがるな,"손쉬운, 간편한",word,-
N2,温暖な,おんだんな,온난한,word,-
N2,作成,さくせい,작성,word,-
N2,振り向く,ふむく,돌아보다,word,-
N2,いったん,いったん,일단,word,-
N2,用途,ようと,용도,word,-
N2,思いつく,おもいつく,생각이 떠오르다,word,-
N2,甘やかす,あまやかす,응석을 받아 주다,word,-
N2,中断,ちゅうだん,중단,word,-
N2,行方,ゆくえ,행방,word,-
N2,たくましい,たくましい,"씩씩하다, 늠름하다",word,-
N2,発達,はったつ,발달,word,-
N2,延長,えんちょう,연장,word,-
N2,さびる,さびる,녹슬다,word,-
N2,引退,いんたい,은퇴,word,-
N2,目上,めうえ,"손윗사람, 연장자",word,-
N2,おおげさ,おおげさ,과장,word,-
N2,生じる,しょうじる,생기다,word,-
N2,反省,はんせい,반성,word,-
N2,頂上,ちょうじょう,정상,word,-
N2,分解,ぶんかい,분해,word,-
N2,略す,りゃくす,줄이다,word,-
N2,覆う,おおう,덮다,word,-
N2,破る,やぶる,"찢다, 파기하다",word,-
N2,限定,げんてい,한정,word,-
N2,一斉に,いっせいに,일제히,word,-
N2,散らかす,ちらかす,"어지르다, 흩뜨리다",word,-
N2,論争,ろんそう,논쟁,word,-
N2,演説,えんぜつ,연설,word,-
N2,きっぱり,きっぱり,단호히,word,-
N2,保存,ほぞん,보존,word,-
N2,鈍い,にぶい,둔하다,word,-
N2,日課,にっか,일과,word,-
N2,多彩,たさい,다채,word,-
N2,乗り継ぐ,のつぐ,다른 탈것으로 갈아타다,word,-
N2,初歩,しょほ,초보,word,-
N2,だらしない,だらしない,단정하지 못하다,word,-
N2,特殊,とくしゅ,특수,word,-
N2,しみる,しみる,"번지다, 스며들다",word,-
N2,充満,じゅうまん,충만,word,-
N2,めくる,めくる,넘기다,word,-
N2,初期,しょき,초기,word,-
N2,打ち明ける,うあける,"털어놓다, 고백하다",word,-
N2,欠陥,けっかん,결함,word,-
N2,引用,いんよう,인용,word,-
N2,ほっと,ほっと,긴장이 풀려 안심하는 모양,word,-
N2,展開,てんかい,전개,word,-
N2,妥当,だとう,타당,word,-
N2,かばう,かばう,"편들다, 두둔하다",word,-
N2,急激,きゅうげき,급격,word,-
N2,漏れる,もれる,새다,word,-
N2,傾向,けいこう,경향,word,-
N2,温厚,おんこう,"온후, 다정다감함",word,-
N2,世代,せだい,세대,word,-
N2,頑固,がんこ,완고,word,-
N2,打ち合わせ,うあわせ,협의,word,-
N2,ベテラン,ベテラン,"베테랑, 고수",word,-
N2,荒れる,あれる,"거칠어지다, 황폐해지다",word,-
N2,早期,そうき,조기,word,-
N2,偉大,いだい,위대,word,-
N2,印,しるし,표시,word,-
N2,さまたげる,さまたげる,방해하다,word,-
N2,腫れる,はれる,붓다,word,-
N2,上達,じょうたつ,"기능이 향상됨, 숙달",word,-
N2,暮れ,くれ,저물 때,word,-
N2,残高,ざんだか,잔액,word,-
N2,共有,きょうゆう,공유,word,-
N2,はきはき,はきはき,확실한 모양,word,-
N2,鑑賞,かんしょう,감상,word,-
N2,着,ちゅくちゃく,"착착, 순조롭게",word,-
N2,薄める,うすめる,"희석하다, 묽게 하다",word,-
N2,充実,じゅうじつ,충실,word,-
N2,鮮明,せんめい,선명,word,-
N2,ふもと,ふもと,산기슭,word,-
N2,定年,ていねん,정년,word,-
N2,～におうじて~,～におうじて~,"에 맞추어, ~에 대응하여",word,-
N2,～途中で,とちゅうで,도중에,word,-
N2,～にわたって~,～にわたって~,에 걸쳐서,word,-
N2,何も～,なに,굳이~,word,-
N2,～一方だ~,いっぽうだ~,하기만 하다,word,-
N2,～がたい~,～がたい~,하기 어렵다,word,-
N2,～(さ)せていただく~,～(さ)せていただく~,하다 <겸양>,word,-
N2,～(さ)れる,～(さ)れる,본의 아니게 ~하게 되다 <사역 수동>,word,-
N2,～たところ~,～たところ~,했더니,word,-
N2,～にすぎないとはいえ~,～にすぎないとはいえ~,에 지나지 않는다고는 해도,word,-
N2,～はずだ,～はずだ,틀림없이 ~일 것이다,word,-
N2,～ままで~,～ままで~,"대로, ~인 채로",word,-
N2,～上で~,うえで~,한 후에,word,-
N2,～でありながらも~,～でありながらも~,이면서도,word,-
N2,～みたいだ~,～みたいだ~,인 것 같다,word,-
N2,とても～ない,とても～ない,정말이지 ~않다,word,-
N2,必ずしも～わけではない,かなら,반드시 ~한 것은 아니다,word,-
N2,～ようがない~,～ようがない~,할 방도가 없다,word,-
N2,申し上げる,もうあげる,말씀드리다 <겸양>,word,-
N2,～ないでしょうか~,～ないでしょうか~,"아닐까요, ~아닐런지요",word,-
N2,～(さ)せてくれる~,～(さ)せてくれる~,하게 해 주다,word,-
N2,～てほしい~,～てほしい~,해 주었으면 좋겠다,word,-
N2,～たばかりだ,～たばかりだ,막 ~한 참이다,word,-
N2,～かどうか~,～かどうか~,인지 어떤지,word,-
N2,～とか~,～とか~,"라든가, ~라는 식으로",word,-
N2,～すえに~,～すえに~,한 끝에,word,-
N2,～(さ)せられる,～(さ)せられる,본의 아니게 ~하게 되다 <사역 수동>,word,-
N2,～まい~,～まい~,"하지 않겠다, ~하지 않을 것이다",word,-
N2,まいる,まいる,"오다, 가다 <겸양>",word,-
N2,むしろ,むしろ,"오히려, 차라리",word,-
N2,～になっているだろう~,～になっているだろう~,이 되어 있을 것이다,word,-
N2,～ても～なくても~,～ても～なくても~,해도 ~하지 않아도,word,-
N2,～すぎず,～すぎず,너무 ~하지 말고,word,-
N2,～でしかない~,～でしかない~,"밖에 되지 않다, ~에 불과하다",word,-
N2,～わけがない~,～わけがない~,할 리가 없다,word,-
N2,～くらいだ~,～くらいだ~,정도다,word,-
N2,～もの~,～もの~,나 되는,word,-
N2,～すら~,～すら~,조차,word,-
N2,～くらい~,～くらい~,정도,word,-
N2,どうも,どうも,"아무래도, 어쩐지",word,-
N2,～にこたえて~,～にこたえて~,에 부응하여,word,-
N2,～うちに~,～うちに~,하는 사이에,word,-
N2,～によらず~,～によらず~,에 관계없이,word,-
N2,～ないでもない~,～ないでもない~,않는 것도 아니다,word,-
N2,～とかなくちゃ~,～とかなくちゃ~,해 두지 않으면 <축약>,word,-
N2,～たら～たで~,～たら～たで~,하면 ~하는 대로,word,-
N2,～ざるをえない~,～ざるをえない~,하지 않을 수 없다,word,-
N2,お～ですか~,お～ですか~,하십니까 <존경>,word,-
N2,～も～ないで~,～も～ないで~,도 ~하지 않고,word,-
N2,～をとわず~,～をとわず~,을 불문하고,word,-
N2,もっとも,もっとも,"다만, 단 <접속사>",word,-
N2,わかった,わかった,알았다 <감탄>,word,-
N2,～たってかまわない~,～たってかまわない~,해도 상관없다,word,-
N2,お越しくださる,こしくださる,와 주시다,word,-
N2,～ている~,～ている~,했었다 <완료>,word,-
N2,～へと~,～へと~,으로,word,-
N2,～おかげで~,～おかげで~,덕분에,word,-
N2,やる,やる,하다 <속어>,word,-
N2,～としたら~,～としたら~,라고 한다면,word,-
N2,～そうだ~,～そうだ~,할 것 같다 <양태>,word,-
N2,～からこそ~,～からこそ~,"이기에, ~하기에",word,-
N2,～ばかり~,～ばかり~,"뿐, ~만",word,-
N2,かりに,かりに,만약,word,-
N2,～ないうちに~,～ないうちに~,하기 전에,word,-
N2,～ており~,～ており~,하고 있어서,word,-
N2,～にもかかわらず~,～にもかかわらず~,임에도 불구하고,word,-
N2,～らしい~,～らしい~,답다 <접미어>,word,-
N2,～によっては~,～によっては~,에 따라서는,word,-
N2,～(さ)せる/～たがる~,～(さ)せる/～たがる~,하게 하다 <사역> /~하고 싶어하다,word,-
N2,どれだけ～か,どれだけ～か,얼마나 ~일까,word,-
N2,ご覧,らん,보심 <존경>,word,-
N2,～(ら)れる~,～(ら)れる~,하게 되다,word,-
N2,～ようならば~,～ようならば~,할 것 같으면,word,-
N2,～にのぼる~,～にのぼる~,에 달하다,word,-
N2,～てからでないと~,～てからでないと~,한 후가 아니면,word,-
N2,～次第,しだい,~ 하는 대로,word,-
N2,うけたまわる,うけたまわる,"받다 <겸양, 겸손>",word,-
N2,～わけにはいかない~,～わけにはいかない~,할 수는 없다,word,-
N2,～や何かで~,なにかで~,와 같은 것에서 <예시>,word,-
N2,～のに~,～のに~,"하는 데에, ~하는 때에",word,-
N2,～たびに~,～たびに~,할 때마다,word,-
N2,～かもしれない~,～かもしれない~,일지도 모른다,word,-
N2,～さえ～ば~,～さえ～ば~,만 ~하면,word,-
N2,～において~,～において~,"에 있어서, ~에서",word,-
N2,～ものなら~,～ものなら~,할 수만 있다면,word,-
N2,ただし,ただし,"다만, 단",word,-
N2,～勢いだ~,いきおいだ~,할 기세이다,word,-
N2,ご覧いただく,らんいただく,보시다 <겸손>,word,-
N2,～にすぎない~,～にすぎない~,에 지나지 않는다,word,-
N2,～ならともかく~,～ならともかく~,이라면 몰라도,word,-
N2,～てもらう~,～てもらう~,해 주다,word,-
N2,～(さ)せる~,～(さ)せる~,"시키다, ~하게 하다 <사역>",word,-
N2,いたす,いたす,"하다 <겸양, 겸손>",word,-
N2,～がち,～がち,"자주 ~함, 일쑤임",word,-
N2,～とおりに~,～とおりに~,대로,word,-
N2,～にかけては~,～にかけては~,에 관한 한,word,-
N2,～(さ)せていただける~,～(さ)せていただける~,해 주실 수 있다 <겸손>,word,-
N2,～なりに~,～なりに~,나름대로,word,-
N2,～(よ)うとする~,～(よ)うとする~,하려고 하다,word,-
N2,～てしょうがない~,～てしょうがない~,"해서 어쩔 수가 없다, 매우 ~하다",word,-
N2,見える,みえる,오시다 <존경>,word,-
N2,～ようであれば~,～ようであれば~,할 것 같으면,word,-
N2,～(よ)うじゃないか~,～(よ)うじゃないか~,하지 않겠는가,word,-
N2,伝わる,つたわる,전달되다,word,-
N2,～ままに~,～ままに~,한 채로,word,-
N2,あるいは,あるいは,"혹은, 또는",word,-
N2,～だって~,～だって~,"도, ~라도 <예시, 강조>",word,-
N2,～だけに~,～だけに~,인 만큼,word,-
N2,～とのことだ~,～とのことだ~,라는 것이다,word,-
N2,～しかない~,～しかない~,할 수밖에 없다,word,-
N2,お越しいただく~,こしいただく~,와 주시다 <겸손>,word,-
N2,～というから~,～というから~,라고 하니까,word,-
N2,～ように~,～ように~,하도록,word,-
N2,～がる~,～がる~,해하다,word,-
N2,～なきゃいけない~,～なきゃいけない~,하지 않으면 안 된다 <축약>,word,-
N2,～つつある~,～つつある~,하는 중이다,word,-
N2,～によって~,～によって~,에 의해서,word,-
N2,～あまり~,～あまり~,한 나머지,word,-
N2,～ほど~,～ほど~,"정도, ~만큼",word,-
N2,～ものの~,～ものの~,이지만,word,-
N2,～ことはない~,～ことはない~,할 필요는 없다,word,-
N2,～ないことには~,～ないことには~,하지 않고서는,word,-
N2,～だけ~,～だけ~,"한 만큼, ~할 수 있는 한",word,-
N2,～てくれる,～てくれる,나에게 ~해 주다,word,-
N2,～ずに~,～ずに~,하지 않고,word,-
N2,～おきに~,～おきに~,"간격으로, 걸러서",word,-
N2,かえって,かえって,"도리어, 오히려",word,-
N2,～きる,～きる,완전히 ~하다,word,-
N2,～ほかない~,～ほかない~,할 수밖에 없다,word,-
N2,～こと~,～こと~,할 것 <명령>,word,-
N2,～なきゃって~,～なきゃって~,해야 한다고,word,-
N2,～てほしいだろうか~,～てほしいだろうか~,해 주기를 바라는 것일까,word,-
N2,～につぐ~,～につぐ~,에 이어지는,word,-
N2,～にしては~,～にしては~,치고는,word,-
N2,お越しになる,こしになる,"오시다, 가시다 <존경>",word,-
N2,～かけ~,～かけ~,하던 도중,word,-
N2,おいでになる,おいでになる,"오시다, 가시다 <존경>",word,-
N2,～ものだ~,～ものだ~,로구나 <감동>,word,-
N2,～かねる~,～かねる~,하기 어렵다,word,-
N2,～っこない~,～っこない~,할 리가 없다,word,-
N2,～に対して~,たいして~,에 대해서,word,-
N2,お～する~,お～する~,하다 <겸손>,word,-
N2,そのうち,そのうち,"머지않아, 가까운 시일 안에",word,-
N2,～以上,いじょう,~ 한 이상,word,-
N2,～とする~,～とする~,"라고 하다 <가정, 판단>",word,-
N2,～だけなら~,～だけなら~,뿐이라면,word,-
N2,～てからにする~,～てからにする~,하고 나서 하다,word,-
N2,～することになる~,～することになる~,하게 되다,word,-
N2,～ないことがある~,～ないことがある~,하지 않는 경우가 있다,word,-
N2,～って~,～って~,라고 해 <인용>,word,-
N2,たとえ～ても,たとえ～ても,설령 ~할지라도,word,-
N2,～おそれがある~,～おそれがある~,할 우려가 있다,word,-
N2,～ないかな~,～ないかな~,"하지 않으려나, ~하지 않을까",word,-
N2,～というように~,～というように~,"라는 식으로, ~라는 것처럼",word,-
N2,～じゃない？~,～じゃない？~,아닐까,word,-
N2,～できるものなら~,～できるものなら~,할 수만 있다면,word,-
N2,～てならない,～てならない,너무 ~하다,word,-
N2,お～です~,お～です~,하시다 <존경>,word,-
N2,～にでも~,～にでも~,에라도,word,-
N2,～はずがない~,～はずがない~,할 리가 없다,word,-
N2,～を通して~,とおして~,을 통해,word,-
N2,～なら~,～なら~,라면 <화제 제시>,word,-
N2,まさか,まさか,설마,word,-
N2,～てばかりだ~,～てばかりだ~,하기만 한다,word,-
N2,～ということだ~,～ということだ~,"라는 것이다 <전달, 전문>",word,-
N2,ございます,ございます,있습니다 <정중>,word,-
N2,どうやって～したか,どうやって～したか,어떻게 ~한 것인지,word,-
N2,～(よ)うとしないで~,～(よ)うとしないで~,하려고 하지 말고,word,-
N2,もらってくれない~,もらってくれない~,"받지 않을래 <부탁, 의뢰>",word,-
N2,～たほうがよかった~,～たほうがよかった~,하는 편이 좋았다 <아쉬움>,word,-
N2,～てくださる~,～てくださる~,해 주시다 <존경>,word,-
N2,～向け~,むけ~,"대상, ~용",word,-
N2,～たがる~,～たがる~,하고 싶어하다,word,-
N2,～だけで~,～だけで~,만으로,word,-
N2,～ておきなさい~,～ておきなさい~,해 두세요,word,-
N2,～かと思う~,おもう~,할까 하고 생각하다,word,-
N2,～もしないで~,～もしないで~,도 하지 않고,word,-
N2,～ついでに~,～ついでに~,하는 김에,word,-
N2,いったい,いったい,도대체,word,-
N2,～にしたがって~,～にしたがって~,에 따라,word,-
N2,～ざるを得ない~,えない~,하지 않을 수 없다,word,-
N2,お/ご～です~,お/ご～です~,하시다 〈존경〉,word,-
N2,～しか～ない~,～しか～ない~,밖에 ~할 수 없다,word,-
N2,～よりも~,～よりも~,보다도,word,-
N2,～ままにせず~,～ままにせず~,한 채로 두지 말고,word,-
N2,～ようとする~,～ようとする~,하려고 하다,word,-
N2,～させてもらう~,～させてもらう~,하다 〈사역수동〉,word,-
N2,～だらけ~,～だらけ~,투성이,word,-
N2,～としても~,～としても~,라고 할지라도,word,-
N2,～にあたって~,～にあたって~,"에 즈음하여, ~에 있어서",word,-
N2,～てたまらない~,～てたまらない~,해서 견딜 수 없다 너무 ~하다,word,-
N2,そういう,そういう,그러한,word,-
N2,～としては~,～としては~,의 입장에서는,word,-
N2,～ば～ほど~,～ば～ほど~,하면 ~할수록,word,-
N2,どうしても,どうしても,"무슨 일이 있어도, 꼭",word,-
N2,～だろうか~,～だろうか~,일까,word,-
N2,～末(に)~,すえ(に)~,한 끝에,word,-
N2,～たことにする~,～たことにする~,한 것으로 치다,word,-
N2,～だろう~,～だろう~,일 것이다,word,-
N2,～に備えて~,そなえて~,에 대비하여,word,-
N2,～もあれば~,～もあれば~,정도만 있다면,word,-
N2,お/ご～くださる,お/ご～くださる,해 주시다 〈존경〉,word,-
N2,～に決まっている,きまっている,"반드시 ~하게 되어 있다, 틀림없이 ~하다",word,-
N2,～ようにしておく~,～ようにしておく~,하도록 해 두다,word,-
N2,～に違いない~,ちがいない~,에 틀림없다,word,-
N2,～てよかった~,～てよかった~,해서 다행이다,word,-
N2,～ぶりに~,～ぶりに~,만에,word,-
N2,～こそ~,～こそ~,야말로,word,-
N2,～ところから~,～ところから~,때문에,word,-
N2,あとは,あとは,"이제는, 남은 일은",word,-
N2,～場合でも~,ばあいでも~,한 경우라도,word,-
N2,～ようでいて~,～ようでいて~,한 것 같지만,word,-
N2,～てしまわないか~,～てしまわないか~,해 버리지 않을까,word,-
N2,～つもりだっだ~,～つもりだっだ~,할 생각이었다,word,-
N2,お越しくださる~,こしくださる~,오시다 〈존경〉,word,-
N2,よければ,よければ,"괜찮다면, 좋다면",word,-
N2,～を問わず~,とわず~,을 불문하고,word,-
N2,～にかぎる~,～にかぎる~,에 한해서~할 때만,word,-
N2,～せいか~,～せいか~,탓인지,word,-
N2,～ことに~,～ことに~,하게도,word,-
N2,～ないと~,～ないと~,하지 않으면,word,-
N2,～られなかったら~,～られなかったら~,할 수 없다면,word,-
N2,～ぬく,～ぬく,끝까지 ~하다,word,-
N2,伺う,うかがう,"듣다, 여쭈다 〈겸양〉",word,-
N2,～ばいい~,～ばいい~,하면 된다,word,-
N2,～というより~,～というより~,라기보다,word,-
N2,～て以来,いらい,~ 한 이래,word,-
N2,～にでもなって~,～にでもなって~,"나 되어서, ~라도 되어서",word,-
N2,～たらよかった~,～たらよかった~,했으면 좋았을 텐데,word,-
N2,～に向けて~,むけて~,를 목표로,word,-
N2,～からといって~,～からといって~,라고 해서,word,-
N2,～だっけ~,～だっけ~,였더라,word,-
N2,～ずにいる~,～ずにいる~,하지 않고 있다,word,-
N2,～そうになる~,～そうになる~,할 뻔 하다,word,-
N2,～どころか~,～どころか~,는커녕,word,-
N2,～だけは~,～だけは~,만은,word,-
N2,～にともなって~,～にともなって~,에 따라서,word,-
N2,～ことから~,～ことから~,"로 인해, ~때문에",word,-
N2,いらっしゃる,いらっしゃる,계시다 〈존경〉,word,-
N2,～がちだ~,～がちだ~,"한 경향이 있다, ~하기 일쑤다",word,-
N2,～ことにする~,～ことにする~,하기로 하다,word,-
N2,～ないといけない~,～ないといけない~,하지 않으면 안된다,word,-
N2,～につれて~,～につれて~,함에 따라서,word,-
N2,二度と～ない,にど,두 번 다시 ~하지 않는다,word,-
N2,～としてなら~,～としてなら~,로서라면,word,-
N2,～ことで~,～ことで~,로 인해,word,-
N2,～以来,いらい,~ 이래,word,-
N2,～にほかならない,～にほかならない,"바로 ~이다, 다름 아닌 ~이다",word,-
N2,～べきだ~,～べきだ~,해야 한다,word,-
N2,～おかげだ~,～おかげだ~,덕분이다,word,-
N2,～に至って~,いたって~,에 이르러,word,-
N2,～にかかわらず~,～にかかわらず~,에 관계없이,word,-
N2,いつのまに,いつのまに,어느 틈에,word,-
N2,～反面,はんめん,~ 반면,word,-
N2,～でよければ~,～でよければ~,로 괜찮다면,word,-
N2,～ないよう~,～ないよう~,하지 않도록,word,-
N2,～次第だ~,しだいだ~,에 달렸다,word,-
N2,～ことがある,～ことがある,발생하는 경우가 있다.,word,-
N2,～なんか~,～なんか~,같은 것,word,-
N2,どれほど,どれほど,얼마나,word,-
N2,～といった~,～といった~,"와 같은 〈예시, 열거〉",word,-
N2,～きり~,～きり~,한 채,word,-
N2,～てみようか,～てみようか,해 볼까,word,-
N2,～のであれば~,～のであれば~,한 것이라면,word,-
N2,～ずつ~,～ずつ~,씩,word,-
N2,～までになる~,～までになる~,할 정도가 되다,word,-
N2,～ばよかった~,～ばよかった~,했으면 좋았을 텐데,word,-
N2,～ということになる~,～ということになる~,라는 것이 된다,word,-
N2,～さえ~,～さえ~,"조차, ~마저",word,-
N2,まず,まず,"거의, 대체로 〈부정〉",word,-
N2,～たび~,～たび~,할 때마다,word,-
N2,～たがらないのなら~,～たがらないのなら~,하고 싶어하지 않는 것이라면,word,-
N2,～というような~,～というような~,라고 하는 듯한,word,-
N2,～わけではない,～わけではない,반드시 ~한 것은 아니다,word,-
N2,～ところだ,～ところだ,막 ~하는 참이다,word,-
N2,～ことがある~,～ことがある~,하는 경우가 있다.,word,-
N2,～までで~,～までで~,까지,word,-
N2,～といっても~,～といっても~,라고 해도,word,-
N2,～からすると~,～からすると~,로 보아,word,-
N2,～じゃないかと思う~,おもう~,이 아닐까라고 생각한다,word,-
N2,ご存知だ,ぞんじだ,알고 계시다 <존경>,word,-
N2,～にしたら~,～にしたら~,"로서는, ~입장에서는",word,-
N2,～なんていう~,～なんていう~,라고 하는,word,-
N2,～てやる,～てやる,남에게 ~해 주다,word,-
N2,～て初めて~,はじめて~,해서야 비로소,word,-
N2,～かのようだ~,～かのようだ~,인 듯하다,word,-
N2,～ことになっている~,～ことになっている~,하기로 되어 있다,word,-
N2,～ていただく,～ていただく,"상대에게 ~해 받다, 상대가 ~해 주다",word,-
N2,～も~,～も~,이나 <수량의 강조>,word,-
N2,～から~,～から~,할 테니까,word,-
N2,いずれにしても,いずれにしても,어느 쪽이든,word,-
N2,～とあるが~,～とあるが~,라고 적혀 있는데,word,-
N2,～といえば~,～といえば~,로 말하자면,word,-
N2,～はもとより~,～はもとより~,은 물론,word,-
N2,～ぐらい~,～ぐらい~,정도,word,-
N2,～をはじめ~,～をはじめ~,을 비롯하여,word,-
N2,～に限る~,かぎる~,이 최고다,word,-
N2,～ばいいのに~,～ばいいのに~,하면 좋을 텐데,word,-
N2,どんなに～ても,どんなに～ても,아무리 ~해도,word,-
N2,～とは~,～とは~,라니,word,-
N2,～なんて~,～なんて~,라니,word,-
N2,つい,つい,"그만, 무심코",word,-
N2,～をこめて~,～をこめて~,을 담아,word,-
N2,～として~,～として~,로서,word,-
N2,～どおりに~,～どおりに~,대로,word,-
N2,～のと～ないのでは~,～のと～ないのでは~,하는 것과 하지 않는 것과는,word,-
N2,～うえに~,～うえに~,인 데다가,word,-
N2,～と思われる~,おもわれる~,라고 생각되다,word,-
N2,～だけでなく~,～だけでなく~,뿐 아니라,word,-
N2,～ないで済む~,すむ~,하지 않아도 된다,word,-
N2,～ながら~,～ながら~,"이지만 <역접>, ~하면서",word,-
N2,今にも～そうだ,いま,당장에라도 ~할 것 같다,word,-
N2,～であっても~,～であっても~,"라도, ~일지라도",word,-
N2,～にとって~,～にとって~,에게 있어서,word,-
N2,ようやく,ようやく,마침내,word,-
N2,なかなか～ない,なかなか～ない,좀처럼 ~하지 않다,word,-
N2,～だけの~,～だけの~,뿐인,word,-
N2,決して～ない,けっ,결코~않는다,word,-
N2,～わけではない~,～わけではない~,인 것은 아니다,word,-
N2,～に欠かせない~,かかせない~,"에 빠뜨릴 수 없다, ~에 필요하다",word,-
N2,～次第で~,しだいで~,에 따라서는,word,-
N2,もう,もう,벌써,word,-
N2,～に限らず~,かぎらず~,뿐 아니라,word,-
N2,～は別にして~,べつにして~,는 별개로,word,-
N2,～つつ~,～つつ~,하면서,word,-
N2,～ばいい/～たらいい~,～ばいい/～たらいい~,하면 된다,word,-
N2,～どおり~,～どおり~,대로,word,-
N2,～に比べると~,くらべると~,에 비해,word,-
N2,～抜きには~,ぬきには~,빼고는,word,-
N2,～と思うと~,おもうと~,라고 생각하니,word,-
N2,～つもりでも~,～つもりでも~,한 줄 알았지만,word,-
N2,～以上は~,いじょうは~,한 이상에는,word,-
N2,～ずにはいられない~,～ずにはいられない~,하지 않을 수 없다,word,-
N2,～まま~,～まま~,한 채,word,-
N2,～だろうと思う~,おもう~,일 것이라고 생각하다,word,-
N2,～がきっかけだった~,～がきっかけだった~,이 계기였다,word,-
N2,～となる~,～となる~,이 되다,word,-
N2,～と比べて~,くらべて~,에 비해,word,-
N2,～に先立って~,さきだって~,에 앞서,word,-
N2,～せいで~,～せいで~,탓에,word,-
N2,～ながらも~,～ながらも~,하면서도,word,-
N2,～たらいいのか~,～たらいいのか~,하면 좋을지,word,-
N2,～わりに~,～わりに~,에 비해서,word,-
N2,それなりの,それなりの,나름대로의,word,-
N2,～かねない~,～かねない~,할 수도 있다,word,-
N2,～について~,～について~,에 대하여,word,-
N2,～と~,～と~,"하면, ~라면하면, ~라면",word,-
N2,～にもなったような~,～にもなったような~,라도 된 것 같은,word,-
N2,～を込めて~,こめて~,을 담아,word,-
N2,～わけだ~,～わけだ~,인 것이다,word,-
N2,～に関して~,かんして~,에 관해서,word,-
N2,～ならば~,～ならば~,이라면,word,-
N2,～ないのではない,～ないのではない,할 수 없는 것은 아니다,word,-
N2,この,この,이,word,-
N2,このように,このように,이처럼,word,-
N2,～ましょう~,～ましょう~,합시다,word,-
N2,～が～だ~,～が～だ~,이가 ~이다,word,-
N2,～たらどうですか~,～たらどうですか~,하는 게 어떨까요,word,-
N2,どのように,どのように,"어떻게, 어떤 식으로",word,-
N2,ほかに,ほかに,그 밖에,word,-
N2,こう,こう,이렇게,word,-
N2,彼女たち,かのじょたち,그녀들,word,-
N2,さまざまだ,さまざまだ,다양하다,word,-
N2,このような,このような,이러한,word,-
N2,つまり,つまり,즉,word,-
N2,たとえば,たとえば,예를 들면,word,-
N2,もちろん,もちろん,물론,word,-
N2,場合,ばあい,경우,word,-
N2,～というわけだ~,～というわけだ~,인 것이다,word,-
N2,～のである~,～のである~,인 것이다,word,-
N2,実は,じつは,실은,word,-
