jlptLevel,japanese,reading,meaning,partOfSpeech,exampleSentence
N1,～にも～ない~,～にも～ない~,할래야 ~할 수 없다,word,-
N1,～までになる~,～までになる~,하기까지 되다,word,-
N1,～なきゃ~,～なきゃ~,하지 않으면,word,-
N1,～ておけばいい~,～ておけばいい~,해 두면 된다,word,-
N1,～おそれがある~,～おそれがある~,우려가 있다,word,-
N1,～こそ～が,～こそ～が,비록 ~은 ~이지만,word,-
N1,～ことだから~,～ことだから~,이니까,word,-
N1,どうやら～ようだ,どうやら～ようだ,아무래도 ~인 것 같다,word,-
N1,～ないものか~,～ないものか~,못하는가,word,-
N1,～じゃない~,～じゃない~,지 않아,word,-
N1,～とかで~,～とかで~,라는 이유로,word,-
N1,～たり～なかったり~,～たり～なかったり~,하거나 ~안 하거나,word,-
N1,危うく～ところだった,あや,하마터면 ~할뻔했다,word,-
N1,～ってわけじゃない~,～ってわけじゃない~,인 것은 아니다,word,-
N1,～を余儀なくされる,よぎなくされる,어쩔 수 없이 ~할 수밖에 없다,word,-
N1,そう～ない,そう～ない,그렇게 ~하지 않다,word,-
N1,～を控えて~,ひかえて~,을 앞두고,word,-
N1,～でもあるまい~,～でもあるまい~,도 아니다,word,-
N1,～ことと存じます~,ぞんじます~,이시리라 생각합니다,word,-
N1,～たとたんに~,～たとたんに~,하자마자,word,-
N1,～べきところを~,～べきところを~,해야 하는 상황을,word,-
N1,～んじゃなかった,～んじゃなかった,괜히 ~했다,word,-
N1,～ないともかぎらない~,～ないともかぎらない~,하지 말라는 법도 없다,word,-
N1,～たばかりに~,～たばかりに~,한 탓에,word,-
N1,それが,それが,그게 〈변명〉,word,-
N1,～をもってすれば~,～をもってすれば~,가 있으면,word,-
N1,～ないうちから~,～ないうちから~,하기 전부터,word,-
N1,～くせに~,～くせに~,이면서,word,-
N1,～ている~,～ている~,한 적이 있다,word,-
N1,～どころではない~,～どころではない~,할 상황이 아니다,word,-
N1,～ってもんだ~,～ってもんだ~,라는 것이다,word,-
N1,～ならまだしも~,～ならまだしも~,라면 모르나,word,-
N1,～極まりない~,きわまりない~,하기 짝이 없다,word,-
N1,～を皮切りに~,かわきりに~,을 필두로,word,-
N1,～あまり~,～あまり~,한 나머지,word,-
N1,～て～ないことはない~,～て～ないことはない~,하려면 ~못 할 것은 없다,word,-
N1,～にすぎまい~,～にすぎまい~,에 불과할 것이다,word,-
N1,～次第です~,しだいです~,인 바입니다,word,-
N1,～はどうあれ~,～はどうあれ~,은 어쨌든,word,-
N1,～かと思いきや~,おもいきや~,할 줄 알았더니,word,-
N1,～といて~,～といて~,해 두고,word,-
N1,おいでいただく,おいでいただく,오시다,word,-
N1,～きれない~,～きれない~,할 수 없다,word,-
N1,～ぐらいだ~,～ぐらいだ~,정도이다,word,-
N1,いっさい,いっさい,"일절, 전혀",word,-
N1,～と相まって~,あいまって~,과 아우러져,word,-
N1,～ことから~,～ことから~,라서,word,-
N1,見込み,みこみ,"예상, 전망",word,-
N1,～てはいられない~,～てはいられない~,하고 있을 수는 없다,word,-
N1,～んだっけ~,～んだっけ~,하는 거지,word,-
N1,～つもりはない~,～つもりはない~,할 생각은 없다,word,-
N1,～をも~,～をも~,도,word,-
N1,いつか,いつか,언젠가,word,-
N1,～まま~,～まま~,하는 채,word,-
N1,～を除いて~,のぞいて~,을 제외하고,word,-
N1,～とは存じます~,ぞんじます~,이시리라 생각합니다,word,-
N1,～てからというもの~,～てからというもの~,하고 나서부터,word,-
N1,～っぱなしだ~,～っぱなしだ~,한 채이다,word,-
N1,～なんてもんじゃない,～なんてもんじゃない,매우 ~하다,word,-
N1,～に思う~,おもう~,로 생각하다,word,-
N1,～からしか～ない~,～からしか～ない~,에서 밖에 ~않다,word,-
N1,そのものだ,そのものだ,그 자체이다,word,-
N1,～うちに~,～うちに~,하는 사이에,word,-
N1,～ところ~,～ところ~,"때, ~상황에",word,-
N1,～んじゃないか~,～んじゃないか~,하는 게 아닌가,word,-
N1,～なくもない~,～なくもない~,못할 것도 없다,word,-
N1,おいでくださる,おいでくださる,와 주시다,word,-
N1,～たつもり~,～たつもり~,"한 셈, ~한 기분",word,-
N1,～あっての~,～あっての~,있고 나서,word,-
N1,～返す,かえす,되풀이하여 ~하다,word,-
N1,～てばかりいる~,～てばかりいる~,만 하고 있다,word,-
N1,～といたしましては~,～といたしましては~,로서는,word,-
N1,～はいいが~,～はいいが~,하긴 했는데,word,-
N1,～思いをする~,おもいをする~,기분이 들다,word,-
N1,見える,みえる,오시다,word,-
N1,～ようとしている~,～ようとしている~,하려 하다,word,-
N1,～はする~,～はする~,하기는 하다,word,-
N1,～にして~,～にして~,가 되어,word,-
N1,お越しになる,こしになる,오시다,word,-
N1,～かどうか~,～かどうか~,인지 아닌지,word,-
N1,～かのごとく~,～かのごとく~,인 것처럼,word,-
N1,～始末だ~,しまつだ~,꼴이다,word,-
N1,～だけのことだ~,～だけのことだ~,일 뿐이다,word,-
N1,～ことはない~,～ことはない~,할 필요 없다,word,-
N1,～だけ無駄だ~,むだだ~,할 필요 없다,word,-
N1,～なり~,～なり~,하자마자,word,-
N1,～恐れがある~,おそれがある~,할 우려가 있다,word,-
N1,～ところだ~,～ところだ~,상황이다,word,-
N1,～という~,～という~,라고 한다,word,-
N1,～てはならない~,～てはならない~,해서는 안 된다,word,-
N1,～なんかでいい~,～なんかでいい~,로 괜찮다,word,-
N1,～からには~,～からには~,하는 이상에는,word,-
N1,～というような~,～というような~,와 같은,word,-
N1,～によるところが大きい~,おおきい~,에 의한 바가 크다,word,-
N1,～からして~,～からして~,부터가,word,-
N1,～さえ～ば~,～さえ～ば~,만 ~하면,word,-
N1,～って(＝という)~,～って(＝という)~,라는,word,-
N1,～ばかりに~,～ばかりに~,탓에,word,-
N1,～こそ~,～こそ~,야말로,word,-
N1,～となると~,～となると~,가 되면,word,-
N1,～のみならず~,～のみならず~,뿐만 아니라,word,-
N1,～次第だ~,しだいだ~,에 달려 있다,word,-
N1,～しようとしまいと~,～しようとしまいと~,하든 ~말든,word,-
N1,～つもり~,～つもり~,하는 생각,word,-
N1,～と(＝でも)~,～と(＝でも)~,라고~라도,word,-
N1,～ばこそ~,～ばこそ~,하기에,word,-
N1,～しようと~,～しようと~,할지라도,word,-
N1,～て参る~,まいる~,해 가다 <겸양>,word,-
N1,～にあって~,～にあって~,에서,word,-
N1,～(よ)うにできない~,～(よ)うにできない~,하려고 해도 할 수 없다,word,-
N1,～からすれば~,～からすれば~,로 보아,word,-
N1,すくなからぬ,すくなからぬ,적지 않다,word,-
N1,～ついでに~,～ついでに~,하는 김에,word,-
N1,～ところを見ると~,みると~,인 상황을 보면,word,-
N1,～ながらも~,～ながらも~,하면서도,word,-
N1,～のみ~,～のみ~,"뿐, ~만",word,-
N1,～もさることながら~,～もさることながら~,도 그렇지만,word,-
N1,～ようと~,～ようと~,할지라도,word,-
N1,～ぐらい,～ぐらい,정도,word,-
N1,それっきり,それっきり,그것을 끝으로,word,-
N1,～分,ぶん,"~ 만큼 <정도, 상태>",word,-
N1,～ものがある~,～ものがある~,한 데가 있다,word,-
N1,～とは~,～とは~,라니,word,-
N1,～なくして~,～なくして~,없이,word,-
N1,～までに~,～までに~,할 정도로,word,-
N1,～からといって~,～からといって~,라고 해서,word,-
N1,～といったら~,～といったら~,로 말하자면,word,-
N1,～とみられる~,～とみられる~,로 보인다,word,-
N1,～に至る~,いたる~,에 이르다,word,-
N1,～には(＝にとっては)~,～には(＝にとっては)~,에게는,word,-
N1,～かもしれない~,～かもしれない~,할지도 모른다,word,-
N1,～なんて~,～なんて~,라니,word,-
N1,～にたえる~,～にたえる~,할 만하다,word,-
N1,～には~,～には~,"하는 경우에는, ~하려면",word,-
N1,～みたいだ~,～みたいだ~,인 것 같다,word,-
N1,～ことなく~,～ことなく~,하는 일 없이,word,-
N1,～との(＝という)~,～との(＝という)~,라는,word,-
N1,～にとって~,～にとって~,에게 있어서,word,-
N1,～への~,～への~,으로의,word,-
N1,～か否か~,いなか~,인지 어떤지,word,-
N1,～とか~,～とか~,라든가,word,-
N1,～きる,～きる,"완전히 ~하다, 전부 ~하다",word,-
N1,～だけでなく~,～だけでなく~,뿐만 아니라,word,-
N1,誰かしら,だれかしら,누군가,word,-
N1,どうだって(＝どうでも,どうだって(＝どうでも,아무래도,word,-
N1,～ほど~,～ほど~,정도,word,-
N1,～直す(を)繰り返し,なおくかえし,고치기를 반복하여 <생략>,word,-
N1,～なりに~,～なりに~,나름대로,word,-
N1,～には及ばない~,およばない~,에는 미치지 않는다,word,-
N1,ことから~,ことから~,로부터,word,-
N1,以上,いじょう,~ 하는 이상,word,-
N1,わけにはいかない~,わけにはいかない~,할 수 없다,word,-
N1,～ようだ~,～ようだ~,한 것 같다,word,-
N1,～によって~,～によって~,에 의해서,word,-
N1,～まじき~,～まじき~,해서는 안 될,word,-
N1,～つつ~,～つつ~,하면서도,word,-
N1,～ことにする~,～ことにする~,하기로 하다,word,-
N1,～と言えば~,いえば~,라고 하면,word,-
N1,要するに,ようするに,요컨대,word,-
N1,～ごとき~,～ごとき~,와 같은,word,-
N1,～ことなしに~,～ことなしに~,하지 않고,word,-
N1,～における~,～における~,의,word,-
N1,ところを,ところを,상황을,word,-
N1,～わけにもいかず~,～わけにもいかず~,할 수도 없어,word,-
N1,それで,それで,그것으로,word,-
N1,たとえ～ても,たとえ～ても,설령 ~라 해도,word,-
N1,～がちだ~,～がちだ~,하기 십상이다,word,-
N1,～かといえば~,～かといえば~,냐 하면,word,-
N1,～としては~,～としては~,로서는,word,-
N1,きっかけ,きっかけ,계기,word,-
N1,～ことは～が~,～ことは～が~,하기는 ~했지만,word,-
N1,～くらい~,～くらい~,정도로,word,-
N1,～についてなら~,～についてなら~,에 관해서라면,word,-
N1,ともかく,ともかく,어쨌든,word,-
N1,何かしら,なにかしら,무언가,word,-
N1,～ために~,～ために~,하기 위해,word,-
N1,～なかったりで~,～なかったりで~,없거나 해서,word,-
N1,～うえで~,～うえで~,하는 데 있어,word,-
N1,～てまで~,～てまで~,하면서까지,word,-
N1,無理に,むりに,억지로,word,-
N1,～ないように~,～ないように~,하지 않도록,word,-
N1,～までもない~,～までもない~,할 필요도 없다,word,-
N1,～だってこと~,～だってこと~,라는 사실,word,-
N1,～だろうに~,～だろうに~,일 텐데,word,-
N1,そのものも,そのものも,그 자체도,word,-
N1,～というところで~,～というところで~,라는 상황에서,word,-
N1,～にあたって~,～にあたって~,에 즈음하여,word,-
N1,～べきか~,～べきか~,해야 할 것인가,word,-
N1,～いうことだ~,～いうことだ~,라는 것이다,word,-
N1,～に応える~,こたえる~,에 부응하다,word,-
N1,～だったら~,～だったら~,라면,word,-
N1,～ぐらいで~,～ぐらいで~,정도로,word,-
N1,～たりしないで~,～たりしないで~,하거나 하지 말고,word,-
N1,～というものだ~,～というものだ~,라는 것이다,word,-
N1,そのうち,そのうち,곧,word,-
N1,～中で~,なかで~,중에,word,-
N1,～のみに~,～のみに~,만에,word,-
N1,～限り~,かぎり~,한,word,-
N1,～ばこそ,～ばこそ,하기에 〈이유 강조〉,word,-
N1,～かのような~,～かのような~,인 것 같은,word,-
N1,～も～ば～も(1)~,～も～ば～も(1)~,도 ~하고 ~이고 ~도,word,-
N1,～ほどの~,～ほどの~,정도의,word,-
N1,～や～といったろ~,～や～といったろ~,나 ~같은,word,-
N1,～こともあって~,～こともあって~,이기도 해서,word,-
N1,～かどうかは~,～かどうかは~,할지 아닌지는,word,-
N1,～にかかっている~,～にかかっている~,에 달려있다,word,-
N1,～こともある~,～こともある~,경우도 있다,word,-
N1,～反面,はんめん,~ 인 반면,word,-
N1,あまりに,あまりに,너무,word,-
N1,かえって,かえって,도리어,word,-
N1,～に居ながらにして~,いながらにして~,에 있으면서,word,-
N1,～でさえも~,～でさえも~,조차도,word,-
N1,～にあたり~,～にあたり~,에 즈음하여,word,-
N1,今でこそ,いまでこそ,지금이야말로,word,-
N1,～との~,～との~,라는,word,-
N1,～たところ~,～たところ~,했더니,word,-
N1,～限りでは~,かぎりでは~,하는 한,word,-
N1,～に沿って~,そって~,에 따라,word,-
N1,～だけで~,～だけで~,만으로,word,-
N1,～だって~,～だって~,도,word,-
N1,しかも,しかも,게다가,word,-
N1,～に限っての~,かぎっての~,에 한해서의,word,-
N1,～を控えた~,ひかえた~,을 앞둔,word,-
N1,～のに~,～のに~,하는 데,word,-
N1,～うえに~,～うえに~,인데다,word,-
N1,～を踏まえ~,ふまえ~,에 입각하여,word,-
N1,～をはじめとする~,～をはじめとする~,을 비롯한,word,-
N1,～つつも~,～つつも~,하면서도,word,-
N1,～すぎる~,～すぎる~,지나치다,word,-
N1,～がゆえに~,～がゆえに~,라서,word,-
N1,～というと~,～というと~,라고 하면,word,-
N1,～と思ったら~,おもったら~,한 줄 알았더니,word,-
N1,どんなに～でも,どんなに～でも,아무리 ~라도,word,-
N1,～ないことには~,～ないことには~,하지 않고서는,word,-
N1,～も～ないも~,～も～ないも~,하지 않는 것도,word,-
N1,通う人もいるほどだ,かよひともいるほどだ,다니는 사람도 있을 정도다,word,-
N1,～てしまうだけである~,～てしまうだけである~,되어 버릴 뿐이다,word,-
N1,その結果,けっか,그 결과,word,-
N1,対等,たいとう,대등,word,-
N1,とはいえ,とはいえ,그렇다고는 해도,word,-
N1,親しまれることになる,したしまれることになる,친숙해지게 된다,word,-
N1,そういう父親の子ども,ちちおやこども,그러한 아버지의 자녀,word,-
N1,それにつまずいてしまった,それにつまずいてしまった,그것에 좌절해 버렸다,word,-
N1,父ではない,ちちではない,아버지가 아니다,word,-
